,City,Hotel_name,Location,Reviews,Star_rating,Actual_price,Discount,Price
411,kolkata,Collection O 78897 Collection O Ketan Regency,953 Purbachal Road adapt House Prince Park Kalikapur (in lane between Tata chroma showroom & Yamaha Moters Showroom,Excellent,4.3,₹3962,79% off,₹799
412,kolkata,Flagship 76077 Adri Hotels 2,"Near ILS Hospitals Dum Dum Nagerbazar Opposite Bhutan House, Kolkata",Excellent,4.4,₹3171,72% off,₹888
413,kolkata,Flagship 701182 The Nest Inn,"Near Raj Market, Kolkata",,4.5,₹3179,72% off,₹890
414,kolkata,Flagship 74922 Penguin Homes,"Beside Yogayog Bhavan, Kolkata",Excellent,4.4,₹4988,65% off,₹1746
415,kolkata,OYO Flagship 36740 Kohinoor International Lodge,"Near Sealdah Railway Station, Baithakkhana, Kolkata",Fair,2.6,₹3154,69% off,₹963
416,kolkata,OYO Flagship 703885 R A Homestay,"nitai nagar, Kolkata",Good,5.0,₹2357,68% off,₹742
417,kolkata,Flagship 701567 Dark N Dreams,"Near Dhan Math, Kolkata",Very Good,3.9,₹2928,71% off,₹820
418,kolkata,Flagship 701196 Sonar Bangla Guest House,"Near G s t Bhawan, Kolkata",Very Good,4.4,₹2137,71% off,₹599
419,kolkata, Townhouse OAK Kzar Corporate Hotel,"Sealdah - Entally, Kolkata",Very Good,4.5,₹7514,72% off,₹2104
420,kolkata,OYO 48739 Fantasy Stay,"Near Sector 1, Bidhan Nagar, Kolkata",Very Good,3.7,₹2560,80% off,₹499
421,kolkata,Flagship 701196 Sonar Bangla Guest House,"Near G s t Bhawan, Kolkata",Excellent,4.4,₹2137,71% off,₹599
422,kolkata,OYO Flagship 702206 Hotel Bypass Inn,"Netaji Nagar, VIP Nagar, Near Netaji Sporting Club, EM Bypass ",Very Good,4.8,₹2218,68% off,₹699
423,kolkata, Townhouse OAK Kzar Corporate Hotel,"Sealdah - Entally, Kolkata",Fair,4.5,₹7514,72% off,₹2104
424,kolkata,Flagship 79850 Flagship Majestic Inn,"South Dumdum, Kolkata",,3.9,₹2575,68% off,₹799
425,kolkata,OYO SilverKey 76015 Deshapriya Park,"Near EDEN GROUP BUILDING, Manoharpukur, Kolkata",,4.4,₹4668,72% off,₹1307
426,kolkata,SPOT ON 27697 Trisha Guest House,"Behind New Life Nurshing Home, Oppssite Arati cinema, Sahabagan, Kolkata",Good,4.3,₹2854,72% off,₹799
427,kolkata,Townhouse OAK 92847 Hotel Glorious Palace,"Near Topsia More, beside Roshan Garden & Orchid Banquet, Science City area, Kolkata",Very Good,4.3,₹4864,72% off,₹1314
428,kolkata,OYO Flagship 703019 Dk Recedency,"Kolkata-700064, Kolkata",Excellent,4.7,₹2517,65% off,₹881
429,kolkata,OYO Flagship 86727 New Diamond Palace,"West Bengal 700107., Kolkata",,4.3,₹2057,68% off,₹648
430,kolkata,Collection O 82726 Stayhub Inn,"West Bengal Kolkata West BengalIndia, Kolkata",Good,4.3,₹4669,72% off,₹1267
431,kolkata,OYO Townhouse 1050 Centre Point Inn,"Esplanade Row East Beside K. c Das Sweet Esplanade Post Office, Kolkata",Very Good,4.3,₹6097,65% off,₹2134
432,kolkata,Flagship 9662 Kajali Guest House,"Near Bosepukur, Kasba, Kolkata",,1.7,₹2314,75% off,₹559
433,kolkata,Flagship 79536 Hotel Rockstar,Kolkata Opposite Bangladesh High Commission) Near A.J.C Bose Flyover,Excellent,4.1,₹3948,71% off,₹1106
434,kolkata,Townhouse OAK Kzar Select,"700017, Kolkata",Excellent,4.3,₹5594,65% off,₹1958
435,kolkata,OYO Flagship 804884 Santi Guest House,"Bidhannagar, Kolkata",Good,NEW,₹3447,68% off,₹1086
436,kolkata,Flagship 76077 Adri Hotels 2,"Near ILS Hospitals Dum Dum Nagerbazar Opposite Bhutan House, Kolkata",Very Good,4.4,₹3171,72% off,₹888
437,kolkata,OYO 14373 Comfort Stays,"Rajarhat, Kolkata",Very Good,4.0,₹2289,78% off,₹497
438,kolkata,Flagship 88172 Vip Inn Guest House,"North 24 Parganas, Kolkata",Very Good,2.9,₹2716,79% off,₹559
439,kolkata,SPOT ON 702888 Diya Guest House,"Opposite Baguihati Smart Bazar, Kolkata",Excellent,4.1,₹1442,68% off,₹454
440,kolkata,OYO Flagship 36740 Kohinoor International Lodge,"Near Sealdah Railway Station, Baithakkhana, Kolkata",Very Good,2.6,₹3154,69% off,₹963
441,kolkata,Collection O 85210 Bricks Inn Hazra Road,"Opposite Hotel Swagath, Kolkata",,4.2,₹2876,65% off,₹1005
442,kolkata,Flagship 74169 Mourigram Near Andul Rd,"Howrah, Kolkata",Very Good,4.0,₹2908,72% off,₹814
443,kolkata,OYO 8812 White Palace Hotel & Resort New Alipore,"Opposite New Alipore Residency,  Near New Alipore Petrol Pump",Very Good,4.0,₹4182,85% off,₹599
444,kolkata,Collection O 78897 Collection O Ketan Regency,953 Purbachal Road adapt House Prince Park Kalikapur (in lane between Tata chroma showroom & Yamaha Moters Showroom,Fair,4.3,₹3962,79% off,₹799
445,kolkata,Collection O 90950 The Eden,"Ward 107, Kolkata",Very Good,3.7,₹2354,79% off,₹493
446,kolkata,SPOT ON 69078 New Maa Tara Guest House,"Near Sealdah railway station, Sealdah, Kolkata",Very Good,3.5,₹3062,68% off,₹965
447,kolkata,OYO 92265 Hotel Luxury Stay,"288/2, Block- B, Binoy Krishna Bhawan, Bangur Avenue, Kolkata, 700055",Very Good,3.7,₹2100,73% off,₹559
448,kolkata,Flagship 81584 Hotel Swagatam,"Rajarhat, Kolkata",Very Good,3.6,₹2522,80% off,₹493
449,kolkata,OYO Flagship 701555 Pindara Guest House,"Kolkata, Kolkata",Fair,4.0,₹2069,71% off,₹580
450,kolkata,Flagship 78267 Flagship City Inn,Avisar Spencer Kalikapur,Very Good,2.9,₹1789,68% off,₹564
451,kolkata,Flagship 37100 Apan Guest House,"Near Mukundapur  Bus Stop R.N Tagore Institute of Cardiac Sciences, Narayana Health, Kolkata",Fair,3.6,₹2108,72% off,₹590
452,kolkata,OYO 88202 Starlight Guest House,"Kolkata, Kolkata",Very Good,3.8,₹1905,69% off,₹577
453,kolkata,Flagship 701182 The Nest Inn,"Near Raj Market, Kolkata",Very Good,4.5,₹3179,72% off,₹890
454,kolkata,Flagship 74641 Delightful Stay Em Byepass,"Uttar Panchanna Gram, Kolkata",Very Good,4.0,₹4801,72% off,₹1344
455,kolkata,Flagship 90948 Hotel Dream Residency,"Jangra, Kolkata",Very Good,3.8,₹2305,74% off,₹599
456,kolkata,OYO 701502 Roomssolution,"Salt Lake Sector :2, Kolkata",Good,3.2,₹1867,67% off,₹599
457,kolkata,Collection O 82694 Aafreen Tower,"Esplanade, Kolkata",Good,4.0,₹5159,64% off,₹1806
458,kolkata,Flagship 1865 Hotel Trivedi International,"Tagore Park, Kolkata",Good,3.9,₹2986,81% off,₹555
459,kolkata,OYO Flagship 701972 Shree Corporate,"Sector V, Kolkata",Good,4.3,₹2615,65% off,₹915
460,kolkata,OYO 6736 Sima Inn Guest House,"Near Near Salt Lake, Sector 2, Kolkata",Very Good,3.3,₹2119,67% off,₹699
461,kolkata,Flagship 75235 Hotel Red Rose,"Dum Dum, Kolkata",Fair,3.9,₹1895,68% off,₹597
462,kolkata,OYO 11530 Maa Tara Guest House,"Near R.N.Tagore Hospital, Nitainagar, Kolkata",Good,3.1,₹1921,66% off,₹648
463,kolkata,OYO 35567 Hotel Nest,"Near Bata More, Royd Street, Kolkata",Good,4.1,₹4987,65% off,₹1745
464,kolkata,OYO 63936 Sonali Guest House ,"Near South City Business Park, Anandapur, Kolkata",Excellent,4.0,₹2532,72% off,₹709
465,kolkata,Flagship 81224 Hotel Eden,"700156, Kolkata",Very Good,3.7,₹2445,71% off,₹685
466,kolkata,Capital O 82197 Fortune Inn,"Kasba, Kolkata",Good,3.3,₹1775,68% off,₹559
467,kolkata,OYO Flagship 703924 Airport View,"India, Kolkata",Fair,NEW,₹2233,74% off,₹564
468,kolkata,OYO Flagship 701974 Hotel Dreamline,"Near SBI E-Corner, Kolkata",Very Good,3.6,₹1913,73% off,₹501
469,kolkata,Capital O 1481 Hotel Heritage,"Teghoria, VIP Road, Kolkata Raghunathpur, Kolkata Airport Haldiram",Good,4.3,₹5574,71% off,₹1561
470,kolkata,OYO Flagship 805126 Hotel New Aamaze Inn,"near Vivanta hotel, Kolkata",Very Good,NEW,₹1761,65% off,₹599
471,kolkata,Flagship 701567 Dark N Dreams,"Near Dhan Math, Kolkata",Fair,3.9,₹2928,71% off,₹820
472,kolkata,OYO Flagship 71945 Relief Inn,"Near Oxfoard House School , Kolkata",Good,3.8,₹2354,72% off,₹659
473,kolkata,OYO Flagship 82200 Priyangshu Inn,", Kolkata",Fair,2.3,₹1789,68% off,₹564
474,kolkata,OYO 63154 Red Velvet Classic,Kaikhali Above IndusInd Bank ATM Kolkata International Airport 02 Hotel VIP Road,Very Good,4.0,₹2661,72% off,₹745
475,kolkata,OYO Townhouse 424 Beck Bagan Ballygunge,"Near Quest Mall, Karaya Road, Kolkata",Very Good,4.0,₹4359,64% off,₹1526
476,kolkata,Collection O 17376 Amishat Residency,"Behind Aahirini Market, Newtown, Kolkata",Good,4.1,₹3057,70% off,₹899
477,kolkata,Flagship 72573 Sp,"Near College Road, Shalimar, Kolkata",,3.9,₹3577,71% off,₹1002
478,kolkata,OYO 82221 Hotel Regency,", Kolkata",,4.1,₹3654,65% off,₹1279
479,kolkata,OYO 90470 Senray Guest House,"Rajarhat, Kolkata",Fair,3.4,₹2432,71% off,₹699
480,kolkata,OYO 89475 New Hotel City Of Joy,"Saltlake Sector 1, Kolkata",Good,4.0,₹3869,65% off,₹1354
481,kolkata,OYO Flagship 82464 Gulistan Guest House,"India, Kolkata",Very Good,3.4,₹3979,64% off,₹1393
482,kolkata,Flagship 27998 Golden Inn,"Ballygunge, Kolkata, West Bengal, India ",Good,4.1,₹4379,64% off,₹1533
483,kolkata,OYO Flagship 701787 Relax View Dumdum Park,"Dum Dum Park, Kolkata",Good,2.8,₹2844,68% off,₹896
484,kolkata,Collection O 76651 Dovers Inn,"Opp Gariahat Police Station, Kolkata",Fair,3.9,₹3971,72% off,₹1112
485,kolkata,OYO 61457 Pinnacle Auberge,Chinar Park Kolkata International Airport Beside Spencers Rajarhat Main Road,Very Good,3.4,₹2368,68% off,₹746
486,kolkata,OYO 61945 Padmavati Projects Pvt Ltd,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",Very Good,3.9,₹3005,71% off,₹842
487,kolkata,OYO Flagship 9543 Rajarhat,"Near Chinar Park , Rajarhat, Kolkata",Very Good,4.1,₹3562,64% off,₹1247
488,kolkata,OYO 46115 Kuber Residency,"Near Tagore Park, Kasba, Kolkata",Good,3.9,₹2052,53% off,₹949
489,kolkata,Capital O 1487 Hotel Gardenia,"Near Laxminarayan Temple, Sarat Bose Road, Kolkata",Very Good,3.6,₹5419,71% off,₹1518
490,kolkata,Flagship 701201 The Buddha Guest House,"Near Vidyasagar Hospital, Kolkata",Fair,3.5,₹3075,72% off,₹861
491,kolkata,OYO 10364 Green Leaf Hospitality,FD 390 SECTOR 3 SALT LAKE CENTRAL PARK MANI SQUARE CITY CENTRE 1,Very Good,3.8,₹3459,64% off,₹1211
492,kolkata,OYO 1764 Hotel Maruti Lodging,"Above Reliance Trends, Raghunathpur, Kolkata",Fair,4.0,₹4622,72% off,₹1294
493,kolkata,OYO Flagship 30696 Pigeon Guest House,", Kolkata",Very Good,3.6,₹2762,68% off,₹870
494,kolkata,OYO Townhouse 095 Akash Ganga Park Circus,"Beniapukur, Kolkata",Fair,3.9,₹6454,65% off,₹2259
495,kolkata,OYO 92294 Sagorika Inn,Chinarpark Amenia; Arsalan,Good,4.1,₹2309,65% off,₹808
496,kolkata,Capital O 85376 Kabita Guest House,Mukundapur Main Road Seven Maddox Square Multi cuisine Restaurant Kolkata EM Bye Pass Opposite Dr. Devi Shetty Hospital,Fair,4.0,₹3362,64% off,₹1177
497,kolkata,OYO 5718 Pratiksha Guest House,"Bangur Avenue Block B, Kolkata Kolkata West Bengal India 700055",Good,3.3,₹3499,71% off,₹980
498,kolkata,OYO Townhouse 696 Hotel Mayfair Tower,"Hussainpur, Kolkata",Very Good,3.7,₹4378,72% off,₹1226
499,kolkata,OYO 8863 Hotel Sigma,"Near Buxarah Road, Howrah, Kolkata",Good,3.6,₹3312,71% off,₹928
